wls,ev,lia_voltages,lia_voltage_stds,eqe,eqe_error
1100,1.1271290272727272,1.3190195000000003e-05,3.4413870386807685e-08,0.09339923291418384,0.0003449230162258537
1110,1.1169747117117117,7.598858e-06,2.5420799869398285e-08,0.07075832203642153,0.0003872694768159204
1120,1.1070017232142857,1.2557169999999999e-05,3.356066298510817e-08,0.06627059960456304,0.00026030028617615275
1130,1.0972052477876106,5.632318999999999e-06,1.8462950170544315e-08,0.05092461700900124,0.0002052542594219542
1140,1.0875806403508772,3.29437e-06,1.5883826365205613e-08,0.03689296235081976,0.0002559125954425311
1150,1.0781234173913044,2.2791004999999996e-06,1.9662732636894617e-08,0.0266173694600533,0.0002655862618675851
1160,1.06882925,1.560659e-06,1.5924505612420143e-08,0.018237555733990708,0.00019954347834549675
1170,1.0596939572649573,1.0653695e-06,1.5242649531823536e-08,0.010940797106459406,0.00016167805487192822
1180,1.0507135,8.793235000000001e-07,1.0301319510140429e-08,0.004827966998794432,6.047585564482931e-05
1190,1.041883974789916,3.5895395e-07,1.288174757350493e-08,0.0018429654354971407,6.641047522344918e-05
1200,1.0332016083333333,1.0642346e-07,2.0178960929106336e-08,0.0008764665595305466,0.00016621072043267697
1210,1.0246627520661158,4.0094173499999996e-08,1.5250880988763328e-08,0.0004485543469793915,0.00017062022561828983
1220,1.0162638770491803,2.93964855e-08,1.2345668724066539e-08,0.0003511089926135707,0.00014745662047986393
1230,1.0080015691056912,2.38048805e-08,1.1307823117720086e-08,0.00026675885092123383,0.00012671752944264705
